	final_prompt
0	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: W. P., chairman of the Nepali Congress, who obtained a permit to complete demands from the royal council after a satellite run of 26 and 27.
English human reference: B. P. , the chairman of the Nepali Congress , who obtained a permit to complete demands from the royal council after a Satyagrah run of 26 and 27 .

Score: |im_end|>
<|im_start|>assistant
"
1	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: His birthday from later investigations is obtained in South India.
English human reference: From later investigations , this information is obtained that he was born in South India .

Score: |im_end|>
<|im_start|>assistant
"
2	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: After two weeks of that equal game, they were rebounded between them, but the game ended as before.
English human reference: Two weeks after that draw , they played again , but the game ended in a draw like the previous game .

Score: |im_end|>
<|im_start|>assistant
"
3	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The modern concept of federalism is considered to have been between 1776 and 1789 in the United States.
English human reference: The modern concept of federalism is considered to have originated in the United States between 1776 and 1789 .

Score: |im_end|>
<|im_start|>assistant
"
4	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: But nonprofit taxable assets will be considered a working investment.
English human reference: But keeping non-commercial taxable assets will be considered an investment .

Score: |im_end|>
<|im_start|>assistant
"
5	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Milkwood Hillan costs surgically what moves Nori bombs after bringing a search for her.
English human reference: Dudhkuwa started shaking , bulls started fighting , the king started to order , what is happening , when asked to search and bring Naari Bam Paikalo that he might be somewhere , they searched for Naari Bam and brought him .

Score: |im_end|>
<|im_start|>assistant
"
6	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: From there onwards, he took the post ""Minister"".
English human reference: Upon his return , he took the post of "" Minister "" .

Score: |im_end|>
<|im_start|>assistant
"
7	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: According to George Grierson Mahoney, the murmys consider themselves one of the oldest inhabitants of Tibet.
English human reference: According to Mr. George Grierson , the Murmis consider themselves one of the oldest inhabitants of Tibet .

Score: |im_end|>
<|im_start|>assistant
"
8	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: A new era of mcmen was then introduced.
English human reference: McMahon then ushered in a new era .

Score: |im_end|>
<|im_start|>assistant
"
9	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In addition, the people of this land make the contents of animals and docs, namlo, Thuncheon, baskets, Mandro, Chitra, nanlo, etc.
English human reference: In addition to this , people of this race raise livestock as well as make materials from bamboo like Doko , Namlo , Thunchey , Daalo , Mandro , Chitraa , Nanglo , Bhakari etc .

Score: |im_end|>
<|im_start|>assistant
"
10	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The religious scene consists of a sleeping couple of these four months goddesses.
English human reference: From a religious perspective , these four months are considered to be the sleeping period of god Vishnu .

Score: |im_end|>
<|im_start|>assistant
"
11	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: During the teenage years, the mind of the apocalypse reveals the power of the apocalypse by revealing the power of the apocalypse.
English human reference: During Dashain , people perform various practices to reveal their such inner power with the intention to fulfill their desires .

Score: |im_end|>
<|im_start|>assistant
"
12	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Thus the descendants of the honeymoon spread out of Mitchell, or the late goths of the beginning time, with numerous stakes in Mitchell with time intervals.
English human reference: In this way the descendants of Maharshi Gautam , who spread from Mithila , i.e. the early Gautam gotris , increased in number in Mithila with the passage of time .

Score: |im_end|>
<|im_start|>assistant
"
13	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: But exceptionally funny "" and "" Hinnabod, poor, painful, sometimes hungry, to be forced to sit down and to endure the undertaking of a career "" etc.
English human reference: But he has explained experiences as extremly enjoyable "" and "" inferiority complex , poverty , pain and sometimes remain hungry in compulsion and forced to endure worldly injustice , etc "" .

Score: |im_end|>
<|im_start|>assistant
"
14	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The eight types of genealogical powers were in molecular, glory, poverty, lagging, receiving, publishing, hinting, and virtue of her.
English human reference: He had eight types of yogik power anima , mahima , garima , lagima , prapti , prakmya , ishityo and basityo .

Score: |im_end|>
<|im_start|>assistant
"
15	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Specifically from the department if employed, and from the office if employed.
English human reference: From office if employee and from department if non-gazetted employee

Score: |im_end|>
<|im_start|>assistant
"
16	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In 2006 of which iob left the Nelson Mandela fund.
English human reference: In 2006 , Ayob left the Nelson Mandela Fund .

Score: |im_end|>
<|im_start|>assistant
"
17	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It has a federal structure but the center has some authority to the units and the units run on the command of the center.
English human reference: It has a federal structure but the center has given some authority to the units and the units run under the command of the center .

Score: |im_end|>
<|im_start|>assistant
"
18	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Here are a few irrigation level functions with constant transportation functions.
English human reference: There is the Zonal Transportation Office as well as some unit-level offices .

Score: |im_end|>
<|im_start|>assistant
"
19	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: It was initially referred to as 'Mangalmurat' or as sankt moch.
English human reference: Worship as ' Mangalamurta ' or Shankat Mochakwas started .

Score: |im_end|>
<|im_start|>assistant
"
20	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: There is a debate over whether a segment of the pool could increase tourist attractions on the previous night of the borrowing perfection.
English human reference: It is undeniable that the tourist attraction could increase if the pond , where a big fair is conducted on the previous night of Rishi Tarpani Purnima , is widely promoted .

Score: |im_end|>
<|im_start|>assistant
"
21	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Office on policy and circumstances not to integrate or divide the base
English human reference: Office in relation to unification or division on the basis of policy and circulars etc .

Score: |im_end|>
<|im_start|>assistant
"
22	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: The Southern and western parts of sikkim consist of the perennial sahar kalimpong and darjeeling of the northern part of West Bengal.
English human reference: The cities in the southern and western parts of Sikkim connect Sikkim with the hilly cities Kalimpong and Darjeeling of the northern part of West Bengal .

Score: |im_end|>
<|im_start|>assistant
"
23	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: In France, very early nineteenth century rule was run.
English human reference: France had a long history of autocracy rule .

Score: |im_end|>
<|im_start|>assistant
"
24	"<|im_start|>user
Score the following translation from Nepali to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
English translation: Whoever smokes is the only one to lower the COPD's badge if they stop smoking.
English human reference: For those who smoke , quitting smoking is the only way to reduce the risk of COPD .

Score: |im_end|>
<|im_start|>assistant
"
