	final_prompt
0	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Mehul benimmt sich wie ein cooler Kerl und alle Mädels drängen ihn.
German human reference: Mehul benimmt sich wie ein cooler Kerl und alle Mädels drängen sich ihm auf .

Score: [/INST]"
1	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Eliasberg drohte, die zusätzlichen Rationen zurückzuhalten und jegliche Meinungsverschiedenheiten zu unterdrücken.
German human reference: Eliasberg drohte , die zusätzlichen Rationen zurückzuhalten und jegliche Meinungsverschiedenheiten zu unterdrücken .

Score: [/INST]"
2	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: So erleichtert kehrten die 21. Brigade und ihre AIF Bataillone nach Port Moresby zurück.
German human reference: So erleichtert kehrten die 21. Brigade und ihre AIF Bataillone nach Port Moresby zurück .

Score: [/INST]"
3	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Wie der Chronist Fulcher von Chartres um 1124 schrieb,
German human reference: Wie der Chronist Fulcher von Chartres um 1124 schrieb ,

Score: [/INST]"
4	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Sie plädierten für schuldig, das Bundesgesetz über gefährdete Arten zu verletzen.
German human reference: Sie bekannte sich schuldig , gegen das Bundesgesetz über gefährdete Arten verstoßen zu haben .

Score: [/INST]"
5	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Vickie entschuldigt sich bei Lew für ihren Erpressungsversuch.
German human reference: Vickie entschuldigt sich bei Lew für ihren Erpressungsversuch .

Score: [/INST]"
6	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Luaka Bop Records hat 1993 das erste Crammed Discs Release für amerikanische Hörer als Adventures in Afropea 1 neu verpackt.
German human reference: Luaka Bop Records hat 1993 das erste Crammed Discs Release für amerikanische Hörer als Adventures in Afropea 1 neu verpackt .

Score: [/INST]"
7	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Rich Hill gab zwei Läufe auf und beendete seine 10 + Strikeout-Serie mit drei.
German human reference: Rich Hill gab zwei Runs auf und beendete seine 10 + Strikeout-Serie bei drei .

Score: [/INST]"
8	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Als nächstes eroberte Naiad eine französische Brig aus der Meerenge und einem holländischen Schleuder, auch aus der Meerenge, mit Medikamenten und Medikamenten.
German human reference: Als nächstes eroberte Naiad einen französische Zweimaster und eine holländische Schaluppe aus der Meerenge . Beide Schiffe hatten Medikamente und Arzneimittel an Bord .

Score: [/INST]"
9	"<s>[INST]Score the following translation from English to German with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" and score of one hundred means ""perfect meaning and grammar"".
German translation: Der zehnte Doktor kratzte vor der Wahl seines fünften Selbst, Sellerie auf seinem Revers zu tragen.
German human reference: Der zehnte Doktor war angewidert von der Wahl seines fünften Selbst , Sellerie auf seinem Revers zu tragen .

Score: [/INST]"
