	final_prompt
0	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: २६ र २७ गते दुर्इदिनसम्म सत्याग्रह चलेपछि राजकीय परिषदबाट मागहरू पूरा गरिदिने स्वीकृति प्राप्त भएकाले नेपाली कांग्रेसका अध्यक्ष वी.पी.
Machine translation: W. P., chairman of the Nepali Congress, who obtained a permit to complete demands from the royal council after a satellite run of 26 and 27.
Reference translation: B. P. , the chairman of the Nepali Congress , who obtained a permit to complete demands from the royal council after a Satyagrah run of 26 and 27 .
<end_of_turn><start_of_turn>model
"
1	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: पछि गरिएका अनुसन्धानहरुबाट उनको जन्म दक्षिण भारतमा भएको जानकारी प्राप्त हुन्छ ।
Machine translation: His birthday from later investigations is obtained in South India.
Reference translation: From later investigations , this information is obtained that he was born in South India .
<end_of_turn><start_of_turn>model
"
2	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: त्यस बराबरी खेलको दुई हप्तापछि उनीहरू बीच पुन खेल भयो तर खेल पहिलाको जस्तै बराबरीमा समाप्त भएको थियो।
Machine translation: After two weeks of that equal game, they were rebounded between them, but the game ended as before.
Reference translation: Two weeks after that draw , they played again , but the game ended in a draw like the previous game .
<end_of_turn><start_of_turn>model
"
3	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: सङ्घीयताको आधुनिक अवधारणा संयुक्त राज्य अमेरिकामा सन् १७७६ देखि १७८९ बीचमा भएको मानिन्छ।
Machine translation: The modern concept of federalism is considered to have been between 1776 and 1789 in the United States.
Reference translation: The modern concept of federalism is considered to have originated in the United States between 1776 and 1789 .
<end_of_turn><start_of_turn>model
"
4	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: तर गैर व्यवसायिक करयोग्य सम्पत्ति राख्ने कार्य लगानी मानिने छ ।
Machine translation: But nonprofit taxable assets will be considered a working investment.
Reference translation: But keeping non-commercial taxable assets will be considered an investment .
<end_of_turn><start_of_turn>model
"
5	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: दुधकुवा हिल्लन लाग्या साँण जुधन लाग्या सरग गड्कन लाग्यो के के चालो भयो नरी बम पैकालो कही छकी खोजेर ल्याउ भनेपछि नरी बमलाई खोजेर ल्याए ।
Machine translation: Milkwood Hillan costs surgically what moves Nori bombs after bringing a search for her.
Reference translation: Dudhkuwa started shaking , bulls started fighting , the king started to order , what is happening , when asked to search and bring Naari Bam Paikalo that he might be somewhere , they searched for Naari Bam and brought him .
<end_of_turn><start_of_turn>model
"
6	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: त्यहाँबाट र्फकने वित्तिकै उनले ""मिनिष्टर"" पदवी लिए ।
Machine translation: From there onwards, he took the post ""Minister"".
Reference translation: Upon his return , he took the post of "" Minister "" .
<end_of_turn><start_of_turn>model
"
7	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: जर्ज ग्रियर्सन महोदयका अनुसार मुर्मीहरु आफूलाई तिब्बतका पुराना बासिन्दामध्ये एक मान्दछन् ।
Machine translation: According to George Grierson Mahoney, the murmys consider themselves one of the oldest inhabitants of Tibet.
Reference translation: According to Mr. George Grierson , the Murmis consider themselves one of the oldest inhabitants of Tibet .
<end_of_turn><start_of_turn>model
"
8	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: त्यसपछि म्याकमेनको एक नयाँ युगको सुरुवात गरेका थिए ।
Machine translation: A new era of mcmen was then introduced.
Reference translation: McMahon then ushered in a new era .
<end_of_turn><start_of_turn>model
"
9	"<start_of_turn>user
You are going to evaluate the quality for Nepali-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: यसका अतिरिक्त यस जातिका मानिसहरू पशुपालन तथा डोको, नाम्लो, थुन्चे, डालो, मान्द्रो, चित्रा, नाङ्लो, भकारी आदि वेतबाँसका सामग्रीहरू बनाउने गर्दछन ।
Machine translation: In addition, the people of this land make the contents of animals and docs, namlo, Thuncheon, baskets, Mandro, Chitra, nanlo, etc.
Reference translation: In addition to this , people of this race raise livestock as well as make materials from bamboo like Doko , Namlo , Thunchey , Daalo , Mandro , Chitraa , Nanglo , Bhakari etc .
<end_of_turn><start_of_turn>model
"
