	final_prompt
0	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Neid viimaseid asju ei pruugi mõistuspärane toimija soovida, õieti ei tohi soovida, selleks et olla mõistuspärane soovija.
English human reference: These last things may not be wanted by a rational actor , or more accurately , should not be wanted , in order to be a rational wish-maker .

English translation: These last things may not be wanted by a rational player, or perhaps not wanted, in order to be a rational wish.
Score: <end_of_turn><start_of_turn>model
"
1	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Tuleb otsustada, kui suur erinevus on selle vahel, mida ta tegi, ja tegude vahel, mis näitavad meile mõrva tõsidust.
English human reference: It is important to decide how big a difference there is between what he has done and the actions that show us the gravity of the murder .

English translation: It is important to decide what a difference there is between what he has done and the actions that show us the gravity of the murder.
Score: <end_of_turn><start_of_turn>model
"
2	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Esimesel päeval kohtus ta Kiievis Ukraina peaministri Viktor Janukovõtšiga ja presidendi Viktor Juštšenkoga.
English human reference: On the first day , he met in Kiev with Ukrainian Prime Minister Viktor Yanukovych and President Viktor Yushchenko .

English translation: On the first day in Kiev, he met Ukrainian Prime Minister Viktor Yanukovych and President Viktor Yushchenko.
Score: <end_of_turn><start_of_turn>model
"
3	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Eesti diplomaatilist esindust ega aukonsulit riigis ei ole.
English human reference: There is no Estonian diplomatic mission or honorary consul in the country .

English translation: There is no Estonian diplomatic representation or honorary consul in the country.
Score: <end_of_turn><start_of_turn>model
"
4	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Juba mõned islami keemikud teadsid, et mõned metallid muutuvad roostetades raskemaks.
English human reference: Some Islamic chemists already knew that some metals would become heavier when they rust .

English translation: Some Islamic chemists already knew that some metals would become more difficult when they bought.
Score: <end_of_turn><start_of_turn>model
"
5	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Renneri kroonika kohaselt läksid järgnevalt ""kuningad eestlastega edasi ja piirasid Tallinnat kümne tuhande mehega"".
English human reference: According to the chronicle of Renner , the kings then "" continued with the Estonians and besieged Tallinn with ten thousand men "" .

English translation: According to the chronics of Renner, 'kings passed on to the Estonians and restricted Tallinn to ten thousand men'.
Score: <end_of_turn><start_of_turn>model
"
6	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Popperi demarkatsioonikriteerium teaduse ja pseudoteaduse vahel nägi ette, et teooria peab olema falsifitseeritav.
English human reference: Popper 's demarcation criterion between science and pseudo-science stipulated that theory must be falsified .

English translation: The Popperi démarches criterion between science and pseudo-science stipulated that theory must be homogenised.
Score: <end_of_turn><start_of_turn>model
"
7	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Vesi on suhteliselt puhas, kuigi mõnda kohta koguneb muda.
English human reference: Water is relatively clean , even though sludge gathers in some places .

English translation: Water is relatively clean, even though some places are gathering sludge.
Score: <end_of_turn><start_of_turn>model
"
8	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Üldasjade nõukogu tegi viimased ettevalmistused Euroopa Liidu eelarveprojekti suunamiseks Euroopa Ülemkogu kohtumisele.
English human reference: The General Affairs Council has made the final preparations to forward the draft EU budget to the European Council meeting .

English translation: The General Affairs Council has made the final preparations to direct the draft EU budget to the European Council.
Score: <end_of_turn><start_of_turn>model
"
9	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Mileetose koolkonna filosoofide järgi pärinevad kõik asjad ühest ürgalgest.
English human reference: According to the philosophers of the Milesian school , all things come from one primordial origin .

English translation: According to the philosophers in Mileetos School, all the things come from one spinary.
Score: <end_of_turn><start_of_turn>model
"
10	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Keeruliste teooriate juurest, mida filosoofia peab välja töötama, tuleb naasta lihtsate ja ilmsete tõsiasjade juurde.
English human reference: From the complex theories that philosophy must develop , we must return to simple and obvious facts .

English translation: From the complex theories that the philosophy must develop, simple and obvious facts must be returned.
Score: <end_of_turn><start_of_turn>model
"
11	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Ja kui ongi, siis püüab Laine need kohe välja selgitada.
English human reference: And if so , Laine will try to identify them at once .

English translation: And if so, the loan will try to identify them straight away.
Score: <end_of_turn><start_of_turn>model
"
12	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Kuigi Darwin vaevles perioodiliste haigushoogude käes viimased 22 aastat oma elust, ei takistanud see tal töö jätkamist.
English human reference: Although Darwin suffered from periodic diseases for the last 22 years of his life , this did not prevent him from continuing his work .

English translation: Although Darwin had the last 22 years of life in the hands of periodic disease care, this did not prevent him from continuing his work.
Score: <end_of_turn><start_of_turn>model
"
13	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Küüditatud kogesid üldjuhul kohutavaid elamistingimusi.
English human reference: The deported generally experienced terrible living conditions .

English translation: They generally experienced terrible living conditions.
Score: <end_of_turn><start_of_turn>model
"
14	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Valimised võitis opositsiooniline Austraalia Tööpartei.
English human reference: The election was won by the opposition Australian Labour Party .

English translation: The elections were won by the opposition Australian Labour Party.
Score: <end_of_turn><start_of_turn>model
"
15	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Araabia Liiga lõpetas ametlikult vaatlusmissiooni Süürias.
English human reference: The Arab League officially completed its observation mission in Syria .

English translation: The Arab League officially completed its observation mission in Syria.
Score: <end_of_turn><start_of_turn>model
"
16	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Üks omapärasemaid Minose kultuuri arhitektuuri sümboleid on selle ainulaadsed sambad.
English human reference: One of the most original symbols of the architecture of the Minoan culture is its unique pillars .

English translation: One of the most original symbols of the architectural architecture of Minos is its unique pillars.
Score: <end_of_turn><start_of_turn>model
"
17	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Ta palkas Montréali ajakirjaniku Michael Woloschuki, saamaks selgust isa elukäigus.
English human reference: He hired a Montréal journalist Michael Woloschuk to get clarity about his father 's life .

English translation: He asked the Montréal journalist Michael Woloschuk to get clarity in his life.
Score: <end_of_turn><start_of_turn>model
"
18	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Normaalteadus üldiselt hoiab filosoofiast eemale, ja küllap õigusega.
English human reference: Normal science in general is keeping a distance from philosophy , and probably rightly so .

English translation: Normal science in general is keeping the philosophy away, and rightly so.
Score: <end_of_turn><start_of_turn>model
"
19	"<start_of_turn>user
Score the following translation from Estonian to English with respect to the human reference on a continuous scale from 0 to 100, where score of zero means ""no meaning preserved"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability and score of one hundred means ""perfect meaning and grammar"" in terms of accuracy, contextual understanding, grammar, syntax, overall readability.
Estonian source: Ülu küsib Annemailt luba Uuevarikul kliente vastu võtta.
English human reference: Ülu asks Annemai for a permission to receive customers at Uuevariku .

English translation: One day, she will be asked to allow her to receive customers in the New Year.
Score: <end_of_turn><start_of_turn>model
"
