	final_prompt
0	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: හැම දැයෙහි මිදුණා වූ කසුප් බුදුරජුනට නමස්කාර වේ වා.
Machine translation: Every frost is named for the Ksupp Buddha.
Reference translation: Praise be to the Buddha who is saved in all things .
<end_of_turn><start_of_turn>model
"
1	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: උදාහරණයක් වශයෙන් කුඩා ළමයා තම ලිංගය ස්පර්ශ කිරීමට කැමතිය.
Machine translation: For example, the little kid likes to touch his dick.
Reference translation: For example , a small child likes to touch his penis .
<end_of_turn><start_of_turn>model
"
2	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: මේ ආකාරයෙන් දේශනාකරන ලද්දා වූ බුද්ධ ධර්මය මෙනෙහි කොට ඇත්ත වශයෙන්ම පින්රැස්කර නිර්වානයට පැමිණෙන්න.""
Machine translation: In this way lectured intelligence on the menace, originally to come to pinnacle determination.""
Reference translation: Meditate on the Buddha Dhamma as preached in this manner to truly gain merit and attain Nirvana . ""
<end_of_turn><start_of_turn>model
"
3	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: 494දී එහි ශේෂයන් ගොගුර්යෝව විසින් අවශෝෂණය කරගන්නා ලදී.
Machine translation: In 494 its balance was absorbed by goguryeo.
Reference translation: In 494 its remnants were absorbed by Goguryeo .
<end_of_turn><start_of_turn>model
"
4	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: මෙහි දී කන්පෙත්තේ වූ මාංසලමය සිදුරට විශාල පේනු ආකාර ආභරණ පැළඳීම සිදුකරයි.
Machine translation: In the ears here, the mansion hole is made of large penetrating jewelry.
Reference translation: Here , large plug shaped ornaments are put into the fleshy hole in the earlobe .
<end_of_turn><start_of_turn>model
"
5	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: රාජකීය යි නිවස සමග අන්තර්විවාහ සම්බන්ධතා පැවැත්වීම මගින් අන්දොං කිම් වංශය සිය බලය තර කොටගෙන තිබිණි.
Machine translation: By contrast with the royal yi house, the Andong Kim clan had contested hundreds of power.
Reference translation: The Andong Kim dynasty had strengthened its power by intermarrying with the royal house .
<end_of_turn><start_of_turn>model
"
6	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: එසේම වෙනත් කාර්යාලවල නිලධාරීන් 36දෙනකුද මෙම ආයතනය ගෙනයාමට දායක වූහ.
Machine translation: Also 36 offices in other offices contributed to this institution's move.
Reference translation: Also , 36 officers from other offices contributed to the running of this institution .
<end_of_turn><start_of_turn>model
"
7	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: කාවන්තිස්ස සහ සද්ධාතිස්ස යන රජවරුන්ගේ දියණිවරු පැවිදි වී සිටියහ.
Machine translation: The daughters of the kings of karthik and siddhartha were executed.
Reference translation: The daughters of kings Kavantissa and Saddhatissa were ordained .
<end_of_turn><start_of_turn>model
"
8	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: එහි පරාජය කෙරුණු සතුරන්ගේ රූ සහිත දර්ශනවලින් අලංකාර කර ඇත.
Machine translation: Its defeated enemy is portrayed with ruined scenes.
Reference translation: It is adorned with pictures of defeated enemies .
<end_of_turn><start_of_turn>model
"
9	"<start_of_turn>user
You are going to evaluate the quality for Sinhala-English translation. You need to think step by step. First read the following source, machine translation and reference translation. Analyze where the machine translation is different from the reference translation.
Source: එමෙන්ම ශරීරයේ අනික් තැනකට වඩා මුහුණ ඉදිමෙන්නට පටන් ගනි.
Machine translation: And the facade begins to be more than the rest of the body.
Reference translation: Also , the face begins to swell more than any other part of the body .
<end_of_turn><start_of_turn>model
"
